,species,seizure,early,electrodeNum,meanCorr,mean,varVar,meanVar,delta,theta,alpha,beta,lowGamma,highGamma
Patient_6/Patient_6_interictal_segment_0760.mat,0.0,0.0,0.0,30.0,0.2885018137829301,-2.4814501860722265e-13,126452691.11962022,8743.989281876396,2878299.8824726217,2825947.464685954,2811752.873872621,12309958.46622013,26052424.10636621,59757283.18362376
Dog_4/Dog_4_interictal_segment_2013.mat,1.0,0.0,0.0,16.0,-0.062158393907904765,7.353562203604727e-15,110640.97405875684,538.6714179981203,18949.3948265625,26027.764514062506,12937.760139062502,123467.44921953125,266108.3851406249,450119.2605429686
Patient_7/Patient_7_interictal_segment_1950.mat,0.0,0.0,0.0,36.0,0.2232343799286836,5.183366822178767e-13,56901564.36507778,7403.979701710331,1221300.42020156,1014050.6700460048,1050328.383068227,5052872.879523688,17039108.070282266,32664228.182692904
Patient_3/Patient_3_ictal_segment_0176.mat,0.0,1.0,1.0,55.0,0.17289979909150915,-2.7526932006532497e-13,17900333.54237901,3784.7614877157202,492552.5030252861,491943.6561525586,494915.22237801296,2360841.08806469,5088466.695409211,10654103.53428982
Patient_2/Patient_2_interictal_segment_2819.mat,0.0,0.0,0.0,16.0,0.4630395593711099,7.0031092036515074e-15,3735914.760370481,1418.4143922159376,53524.05801844988,54067.690643449816,53435.81144344976,248738.35288302315,641069.7647844915,2042375.5687823428
Patient_7/Patient_7_interictal_segment_1402.mat,0.0,0.0,0.0,36.0,0.14512263623870406,-8.265993321919673e-14,12815323.527519478,5524.100887306353,424463.68037416897,383965.6425075024,374842.2134408357,1664621.9680948718,5702198.284808357,17270355.6266341
Patient_5/Patient_5_interictal_segment_1423.mat,0.0,0.0,0.0,64.0,0.24625070224987586,-4.422105348567129e-13,15276426.290448604,4626.862136393538,668905.5430737843,709030.1844050349,738114.1421112851,2715988.5122507727,5647871.084644087,13938131.000316532
Patient_7/Patient_7_interictal_segment_2757.mat,0.0,0.0,0.0,36.0,0.15606067177525107,-8.860903714473044e-13,56771301.14004597,9143.858381192907,1532439.9636484245,1534022.4274817575,1534873.237537313,6054101.968534557,12494134.11548414,33377983.141214896
Dog_4/Dog_4_interictal_segment_2773.mat,1.0,0.0,0.0,16.0,-0.06365908493317214,5.271894032432556e-15,49417.20888969287,492.1083474310777,13940.874431250002,17722.800056250002,11767.268181249998,111236.49462812496,273023.8899375,472858.71092187526
Patient_6/Patient_6_ictal_segment_0024.mat,0.0,1.0,0.0,30.0,0.24627891106616034,-9.584861497084303e-14,122786355.97095136,12645.96020607055,792007.989664959,776266.0847849591,766067.1644249589,3244519.681732316,6678920.147196258,17758281.99202638
Patient_7/Patient_7_interictal_segment_1705.mat,0.0,0.0,0.0,36.0,0.14401461739717808,2.572859456348751e-13,51056852.95021831,9952.539564597362,2509451.9601169904,2436463.68611699,2303839.583828102,9742908.560948675,21909364.71281433,54392685.10000596
Patient_8/Patient_8_interictal_segment_0871.mat,0.0,0.0,0.0,16.0,0.5335818350085181,-6.412847142200917e-13,45743393.65763151,7980.664442078413,204442.44496591546,104878.37256591652,93618.17126591649,485315.55649662466,2139933.4792591515,4386830.92521272
Dog_4/Dog_4_interictal_segment_0964.mat,1.0,0.0,0.0,16.0,-0.05783720047842567,-1.1297629498585594e-14,2168493.995906784,2890.1157499216783,37499.7094578125,42053.9872703125,46660.1553953125,195598.15365390625,921055.5608281249,2302211.7496210933
Patient_6/Patient_6_interictal_segment_2086.mat,0.0,0.0,0.0,30.0,0.20485454310490345,2.1053608634247197e-13,20728830.785939306,4916.0502310968905,878350.2978676268,834501.2612676269,789839.8254409601,3661595.9550776538,8257623.937889601,22427763.89577973
Dog_2/Dog_2_interictal_segment_0712.mat,1.0,0.0,0.0,16.0,-0.055836173541041034,9.766909503383655e-15,53323099.89777409,15034.581105498126,92093.53842031251,93821.3831078125,108832.04217031247,1067072.2724226564,6165161.741078127,12083361.56546484
Dog_3/Dog_3_interictal_segment_0719.mat,1.0,0.0,0.0,16.0,-0.06147369072757342,-5.639932965095794e-16,106288.96053377714,531.7261184210527,14104.09008125,30237.771956249995,11435.08383125,105760.813490625,173430.9433125,331892.78473437513
Patient_8/Patient_8_interictal_segment_1672.mat,0.0,0.0,0.0,16.0,0.9999953432907368,2.050592229352332e-12,2502270023270.4,987991757.895782,1223135200.0180204,3873681126.021071,35720962749.774284,503269345267.9421,621784315484.6919,1581268084748.4578
Patient_5/Patient_5_interictal_segment_0999.mat,0.0,0.0,0.0,64.0,0.2040323584170003,-9.238547704626396e-14,81576462.39419782,9137.698208012851,1368489.875102959,1470840.914665459,1325765.2729154595,5407714.3318695715,11574677.501448382,26969386.558944102
Patient_2/Patient_2_interictal_segment_0058.mat,0.0,0.0,0.0,16.0,0.9029623130188136,-1.116859493777156e-13,8336289.645007377,5145.454505623611,812218.3742284506,804588.8750534506,822784.8162284506,3910860.047665528,8034463.810259507,20845391.495769896
Patient_2/Patient_2_interictal_segment_0544.mat,0.0,0.0,0.0,16.0,0.41875340241221065,2.7829116788780083e-14,434631.5687361639,1016.2764408731717,243820.49929667852,267535.65199667844,294482.79269667837,1191652.1295350534,1491944.4061667891,3047058.637758668
Dog_3/Dog_3_ictal_segment_0160.mat,1.0,1.0,0.0,16.0,-0.050041749561117024,7.162603843369197e-15,8074244.870922367,4063.4636591478693,81446.45667500001,61924.54042499999,83299.45417499999,518629.8444124999,983496.26675,3571587.026687498
Patient_7/Patient_7_interictal_segment_0359.mat,0.0,0.0,0.0,36.0,0.18792435031461102,-6.578274122956728e-13,123070098.80628622,11097.316822207777,1364481.710284203,1093309.999684204,1011541.0865619816,4273424.4718566965,7934515.085930934,23048155.31608231
Patient_2/Patient_2_interictal_segment_0066.mat,0.0,0.0,0.0,16.0,0.506983215695088,-8.338247425854206e-13,118921.9658533069,886.979114802961,49743.749135821716,54212.087085821906,57854.497410821976,223458.6653736968,533839.1603332178,1167435.375047618
Dog_3/Dog_3_interictal_segment_0999.mat,1.0,0.0,0.0,16.0,-0.053889702474799295,5.092870569711748e-15,233761.0908179973,670.807783129699,18913.9799890625,17639.9756140625,30914.6581140625,108583.03276328127,163843.885828125,576881.2128242186
Patient_5/Patient_5_interictal_segment_1805.mat,0.0,0.0,0.0,64.0,0.11325672006848884,6.602192570426266e-13,60104954.16568214,6987.412172088175,1134381.058322075,1095981.9710345746,1143025.9442095764,5742123.009618111,14208511.813045878,47484512.73553906
Dog_3/Dog_3_interictal_segment_2618.mat,1.0,0.0,0.0,16.0,-0.05185908130004548,9.392486788328821e-16,14090.379810718345,179.85798598057647,10078.9124953125,8321.020307812498,6521.071245312499,21372.323260156245,50745.87276562501,193597.94252734366
Patient_6/Patient_6_interictal_segment_2073.mat,0.0,0.0,0.0,30.0,0.18190415787161127,-4.749968714653127e-13,27443267.45123572,3776.161063060614,429769.414271936,412203.5582852693,430243.9405252693,1930277.9209103785,4155129.081786025,10855542.617111567
Patient_8/Patient_8_interictal_segment_0418.mat,0.0,0.0,0.0,16.0,0.7052110616773846,-3.49030324287014e-10,4.953766137034828e+18,556453732.3402802,16233362577.523232,16228369412.438309,16230188872.756184,73040401319.88858,162354971984.86734,446480987240.0107
Patient_6/Patient_6_interictal_segment_1834.mat,0.0,0.0,0.0,30.0,0.20515972965660767,2.789768889973252e-13,219671995.58615682,11785.800757143432,764971.08750128,773102.2881946133,720280.9612079469,3078949.8514357614,7166854.039906137,14473577.853845213
Patient_6/Patient_6_ictal_segment_0013.mat,0.0,1.0,1.0,30.0,0.3954270557968624,6.298796506598592e-13,117351908.9215342,12095.9363126039,643513.8332792538,641891.7139459206,668218.9046792539,3102641.456256644,7001360.521325878,18634090.728746153
Patient_7/Patient_7_interictal_segment_1756.mat,0.0,0.0,0.0,36.0,0.19699765627822802,-9.961190193684565e-13,18473632.80828617,7704.5501478684655,858778.6722344133,913008.6907010798,798841.279834413,2760691.733765971,6643168.03788858,21644589.71070193
Patient_7/Patient_7_interictal_segment_1678.mat,0.0,0.0,0.0,36.0,0.1100729833717126,9.915862698840608e-14,23850340.635823514,5396.03681850259,483702.7557971336,480537.7239860224,494674.09293046704,2429345.09427599,5672677.164860226,11919082.536876725
Dog_3/Dog_3_interictal_segment_3107.mat,1.0,0.0,0.0,16.0,-0.06134777712039347,-3.318456620604593e-15,13461.358141651976,252.27361254699247,10362.6113328125,5286.9975828125,3357.3219578124995,12836.83459140625,80088.37051562496,257215.18774609372
Patient_6/Patient_6_interictal_segment_2633.mat,0.0,0.0,0.0,30.0,0.20838041263135265,-4.487463911573288e-13,381941432.1956936,17084.4910753164,557455.6265831571,555396.6134898239,549353.5915298238,2401823.1400108743,5249959.01701824,13967383.964970155
Patient_7/Patient_7_interictal_segment_2405.mat,0.0,0.0,0.0,36.0,0.11631218454374932,-8.980552795239621e-13,127344795.27030456,14403.186023543576,589743.8534621265,516799.69958434923,514599.7560065714,1992436.5308129082,4184242.47891016,14253733.90088621
Patient_7/Patient_7_interictal_segment_2919.mat,0.0,0.0,0.0,36.0,0.1278763236731544,-1.0909894222600576e-13,131025813.78430368,10411.816238396575,667364.0105062942,607374.7065062951,629921.0080396282,2863378.7274450012,6777071.764551868,18279335.325356584
Dog_2/Dog_2_interictal_segment_0492.mat,1.0,0.0,0.0,16.0,-0.04078809984653095,-6.359635040809054e-15,32018731.9626728,7359.839613878447,128287.28945624994,112988.91883125,385760.54820625,2281989.504740625,2960925.5195624987,3428712.0978593742
Patient_5/Patient_5_interictal_segment_2561.mat,0.0,0.0,0.0,64.0,0.13607372205685925,3.814449200945091e-13,307473545.22157687,13022.357125290691,2048643.728259757,2071384.2062222569,2090842.5677097547,9683299.575187646,25034098.15557253,98879047.65743704
Patient_6/Patient_6_interictal_segment_2730.mat,0.0,0.0,0.0,30.0,0.3567221487042586,4.4580436527515614e-13,175941825.15889877,9726.511229795307,789158.9214305163,790362.1868171828,800937.6288171826,3702113.664010656,8528031.775891826,23036532.90699253
Dog_3/Dog_3_interictal_segment_2112.mat,1.0,0.0,0.0,16.0,-0.044628134475607054,-2.247646513353629e-15,436218.0556353642,782.9103050595238,5333.1211390625,5001.314889062499,6907.814576562501,62889.33481328125,267062.877015625,787839.168824219
Dog_4/Dog_4_interictal_segment_0367.mat,1.0,0.0,0.0,16.0,-0.06250468836513375,1.7316703626590883e-15,38925.96019638805,398.25461544486205,16377.875665625,13430.590978124996,18579.120978125,75983.34190156251,113220.52634374998,374845.39283593744
Dog_4/Dog_4_interictal_segment_0567.mat,1.0,0.0,0.0,16.0,-0.058965731079697326,8.0963014070789575e-16,237455.081587766,795.6722239191727,22125.99812031249,22022.1353078125,25777.709995312496,102199.02513515623,217131.27589062508,586012.2097148437
Dog_3/Dog_3_interictal_segment_2868.mat,1.0,0.0,0.0,16.0,-0.012912410962150659,4.025946243046974e-15,562822.8699836696,680.3314818295731,157994.95639999994,29169.6664,58624.8814,109640.20254999994,192845.12399999998,1031586.94475
Patient_8/Patient_8_ictal_segment_0163.mat,0.0,1.0,0.0,16.0,0.1733879858808987,6.868049240438267e-13,88506707791.80318,118087.73792464752,12494324.85686408,12326296.790764082,12361769.13618908,52326969.56897586,99109499.09986576,145077383.00602436
Dog_2/Dog_2_interictal_segment_0134.mat,1.0,0.0,0.0,16.0,-0.0567553481842389,-1.4986623053658833e-14,9798182.016040064,5453.4140816885965,481795.5459953125,216280.95755781245,116755.13005781248,463211.68385390635,3262460.0630781245,5838622.5314335935
Dog_4/Dog_4_interictal_segment_0771.mat,1.0,0.0,0.0,16.0,-0.05575370816056346,5.917821788159473e-14,15350704.370452218,5072.7299902098985,159293.6548953125,161891.7620828125,138053.36958281248,730367.8595289063,3081602.6283281245,5694244.103371092
Dog_1/Dog_1_interictal_segment_0267.mat,1.0,0.0,0.0,16.0,-0.0602868781558696,-1.6637524691276438e-14,12650144.501131853,6713.315481672929,230044.787715625,188281.594903125,174206.780528125,533195.1556578124,1846925.90028125,4944018.114054685
Dog_2/Dog_2_ictal_segment_0085.mat,1.0,1.0,0.0,16.0,-0.058773975079754376,-1.476679889478305e-14,139713014.5146614,26207.491466557007,1111998.9466265626,749240.6616265625,585354.3969390625,2263208.146069531,10145317.399078123,23686885.25160548
Dog_3/Dog_3_interictal_segment_4311.mat,1.0,0.0,0.0,16.0,-0.03294054632208724,1.2170264795940968e-14,422990.2673865825,695.1592402882202,21061.821928125,13000.559428124998,19934.165678124995,54382.60633281249,86374.61771875,417304.7000546873
Dog_3/Dog_3_interictal_segment_2521.mat,1.0,0.0,0.0,16.0,-0.051215395081271584,-1.059707877004712e-15,29966.32463178416,269.2963091322056,7758.6581828125,8841.6988078125,8790.3016203125,24430.19338515625,50532.30151562499,324109.2247148439
Patient_7/Patient_7_interictal_segment_1576.mat,0.0,0.0,0.0,36.0,0.1306654651079799,-1.7604796632831996e-14,14380520.595876304,5175.425982600962,822101.0553761334,754685.276409467,878371.3906983556,2734744.590242601,4592940.904316892,21992309.3599159
Patient_5/Patient_5_interictal_segment_1315.mat,0.0,0.0,0.0,64.0,0.18566423933077525,4.3007730710087404e-14,89484561.01062885,8450.614735402714,1284902.3610796677,1257071.225285918,1397063.4765421685,6445875.774111632,13849040.940865425,25839361.90535018
Dog_4/Dog_4_interictal_segment_2625.mat,1.0,0.0,0.0,16.0,-0.06116256786929075,-3.144706717250755e-15,76367.72973629706,393.21944979636584,9117.734170312498,14288.1744828125,18133.8226078125,71380.39048515625,134360.278890625,387100.0220273437
Patient_8/Patient_8_interictal_segment_0943.mat,0.0,0.0,0.0,16.0,0.9839796828836368,5.761194188380614e-13,4818475.9623453785,152599.50385857673,8565544.92519153,4223695.1416915385,851214.6997415514,33735191.95451213,92857674.3313157,275693612.87371767
Patient_5/Patient_5_interictal_segment_1561.mat,0.0,0.0,0.0,64.0,0.2082029643767479,3.057564867958717e-13,294445817.9774448,12388.265430736761,1565596.0531461157,1474385.866102368,1432456.9029023692,6724655.78776379,16711698.04391122,71850677.51091221
Patient_3/Patient_3_interictal_segment_0174.mat,0.0,0.0,0.0,55.0,0.1855849604943769,4.941392200469799e-13,21194041.916690968,3469.299105738231,1163369.0970152821,1163106.922520737,1145411.5379934637,5158364.368781498,11532416.853869187,33779962.54591123
Patient_7/Patient_7_ictal_segment_0231.mat,0.0,1.0,0.0,36.0,0.2862281035293097,-3.2600332310216305e-13,5070579178.849075,41031.70276190012,6818109.100997183,7027148.182652738,5663167.878630517,22822941.98821511,46521681.3960163,221245049.40709472
Patient_6/Patient_6_interictal_segment_1768.mat,0.0,0.0,0.0,30.0,0.15758728641532785,-8.977963261713741e-14,47550434.0632824,5821.438273685401,281611.4241282559,279110.95747492264,279771.9307682559,1241423.3089038185,2337738.2633492267,5246838.8079737015
Dog_3/Dog_3_interictal_segment_3801.mat,1.0,0.0,0.0,16.0,-0.04269318117870528,3.017031069418862e-15,284260.0960578521,667.0157667606518,8859.153890625,13771.395140625002,22415.553265625,74421.38219531249,217709.69234374995,610481.6541796874
Dog_3/Dog_3_interictal_segment_0414.mat,1.0,0.0,0.0,16.0,-0.061178100286722485,-3.423372696431671e-15,5111.191882795119,188.76381422305764,7480.591050000001,10786.026050000002,7451.506049999999,19496.700975,59821.473,179628.11512500007
Patient_3/Patient_3_interictal_segment_0479.mat,0.0,0.0,0.0,55.0,0.16297716991096886,1.7442651121448522e-13,18111859.561685998,4111.885461693066,386472.4986550295,379108.87253139337,373910.58710230276,1630335.037491274,3829329.8996484987,15139493.712796945
Dog_1/Dog_1_interictal_segment_0318.mat,1.0,0.0,0.0,16.0,-0.0566330988492396,-7.419065362057611e-16,1096277.5229497221,1286.4125274122805,57217.94399062501,75564.13367812501,64689.92055312501,264111.6407703125,442596.82209375,1064685.2116171874
Patient_6/Patient_6_interictal_segment_2099.mat,0.0,0.0,0.0,30.0,0.12186868810571315,2.9191644064970515e-13,18261875.29482961,3911.539972670531,193065.71280337137,192050.0662167047,192428.8861233714,868008.597615171,1770545.3487937138,7564312.520719383
Patient_6/Patient_6_interictal_segment_1171.mat,0.0,0.0,0.0,30.0,0.9965816844144608,1.358149650817116e-11,2445767752.67632,1051963.2647314176,408129118.6830938,407646021.32934713,407963300.2345205,1822084761.7100954,3940303871.6232967,10251177840.954412
Dog_2/Dog_2_ictal_segment_0044.mat,1.0,1.0,0.0,16.0,-0.043356597892524926,-5.7243099149673066e-15,206901870.05521637,20198.264129072675,471460.738428125,441970.320615625,592478.706240625,5448512.186989063,7556390.5486562485,18647101.00552344
Patient_6/Patient_6_interictal_segment_2690.mat,0.0,0.0,0.0,30.0,0.08313325161530256,-1.6258657827468906e-13,15285646.154417973,3086.7137620137355,156633.4021015564,160912.2502748897,171580.84303488967,775779.2199303366,1813133.4058422288,4478257.45514613
Patient_2/Patient_2_interictal_segment_2653.mat,0.0,0.0,0.0,16.0,0.4269744806208865,7.976723281899468e-13,136171.74065491447,702.8858664882966,15270.635637600151,15095.89973760015,15865.436037599968,83325.351019198,193631.79337599393,636585.6635839777
Dog_3/Dog_3_interictal_segment_2471.mat,1.0,0.0,0.0,16.0,-0.0618961234554507,3.4669489501482075e-15,17177.20027359375,228.09351777882213,11243.432339062498,10147.5176515625,6071.189526562499,53461.91286953125,47774.246828125,199210.70291796874
Dog_2/Dog_2_interictal_segment_0199.mat,1.0,0.0,0.0,16.0,-0.05807011766961868,1.5887291482385995e-15,23046582.35414604,9794.347918624684,99455.30116406248,97773.3871015625,94747.28553906248,161672.41820703124,522402.3335156249,5394329.960292968
Dog_4/Dog_4_interictal_segment_2149.mat,1.0,0.0,0.0,16.0,-0.06038721277181525,-1.6930901125533649e-16,547745.4770981636,793.1257436560153,51690.92082656249,29034.1852015625,51869.32895156249,326820.40262578125,311151.560140625,498102.85194921884
Dog_1/Dog_1_interictal_segment_0059.mat,1.0,0.0,0.0,16.0,-0.06204146976874458,6.2994054417231384e-15,218800.45099942302,687.759577459273,19742.86179531249,19834.928045312496,14446.3574203125,73635.68214140621,74510.97264062503,268297.50187109364
Patient_2/Patient_2_interictal_segment_0519.mat,0.0,0.0,0.0,16.0,0.8779053786955534,-1.6008016245905312e-12,1223071.4779920557,3071.717636524795,81854.65223152537,70637.50948152582,75991.51130652548,466823.1019168588,823809.0164902484,2604330.868516923
Patient_5/Patient_5_interictal_segment_0979.mat,0.0,0.0,0.0,64.0,0.15297882212480635,3.392550240732817e-13,103971805.77598791,6235.420982417736,334642.49684641033,340535.26269640995,343212.53577141,1519715.3736526002,3465894.532814114,9473467.438857643
Patient_2/Patient_2_interictal_segment_2033.mat,0.0,0.0,0.0,16.0,0.4796424841912437,1.1642100616882086e-13,634730.5392957365,1596.0613296784259,128121.4287292091,124791.02722920912,122474.80015420914,576349.6308064413,1296101.0519420921,2825097.1467282567
Patient_2/Patient_2_interictal_segment_1353.mat,0.0,0.0,0.0,16.0,0.1936440671928764,-1.6016130643947696e-13,140416.6895398614,436.58342888827997,16586.978032729883,15919.04610772984,14179.759257729842,53688.315347284275,140798.9657772989,373110.40592507005
Patient_6/Patient_6_interictal_segment_1884.mat,0.0,0.0,0.0,30.0,0.1412288382123806,2.7702299121301634e-13,117578294.22871847,7616.6976581583,440981.1732036711,429604.2337370045,418554.8441370043,1867000.7490898531,4242610.609063379,9992439.765600936
Dog_3/Dog_3_interictal_segment_1863.mat,1.0,0.0,0.0,16.0,-0.05502139787814688,5.342670750252409e-15,153449.80137746612,436.30352561090234,29303.1663453125,14151.7725953125,4904.9207203125015,156589.60308515627,73474.781578125,443127.3927773436
Dog_3/Dog_3_interictal_segment_3946.mat,1.0,0.0,0.0,16.0,-0.06158191408156096,-3.9034400711734915e-15,5219.559166136927,151.09292802318288,1757.5847703124994,3134.179145312501,5235.943832812502,20605.68271640625,42370.127703125014,132615.34274609372
Patient_2/Patient_2_interictal_segment_1153.mat,0.0,0.0,0.0,16.0,0.5228187350143902,-5.093170329928399e-13,539239.9919813641,1338.3880240923124,58000.52594065276,51827.895840652585,44329.59584065245,159710.83960793412,157210.07245650847,977505.8650428456
Patient_2/Patient_2_interictal_segment_1934.mat,0.0,0.0,0.0,16.0,0.44339757756796455,-1.0495000424270979e-13,215025.74458581407,1342.2538531481305,48941.815418530234,51731.184868530254,59157.166793530305,415822.7049833871,962959.3324603052,982584.6462845759
Patient_6/Patient_6_interictal_segment_1076.mat,0.0,0.0,0.0,30.0,0.2275769083463013,-2.4871269488357947e-14,34808423.19998313,3710.0994135013575,487562.8790591787,499174.18436584546,450725.05021917884,2033158.842332971,4419127.925885121,11718970.975800747
Dog_3/Dog_3_interictal_segment_1963.mat,1.0,0.0,0.0,16.0,-0.06116609655787113,1.3196388426450767e-15,5025.8034478414065,167.9360216948622,3119.0007140625,5746.073839062498,3629.6263390624986,24174.48993203125,50077.39620312498,137889.34854296874
Dog_4/Dog_4_interictal_segment_2685.mat,1.0,0.0,0.0,16.0,-0.06019816174419361,7.0921046813055e-15,205339.3884316314,533.4848719454886,8402.3070328125,11888.0704703125,8557.5379703125,86877.40602265626,145792.77876562494,418658.9874648439
Patient_7/Patient_7_interictal_segment_0296.mat,0.0,0.0,0.0,36.0,0.127191244346118,8.291762141096919e-13,108837527.3983395,15230.62253380561,1965362.089427207,2102650.500271651,1933131.9085383175,7300787.92822799,14235386.546372093,50088726.68667601
Dog_4/Dog_4_interictal_segment_2413.mat,1.0,0.0,0.0,16.0,-0.05656852959940596,5.410949466266859e-16,108002.64190115288,638.1006602443609,23347.224937500006,18437.8524375,22298.7536875,113255.84471874998,315448.458125,536828.3776562498
Dog_3/Dog_3_interictal_segment_1834.mat,1.0,0.0,0.0,16.0,-0.06347281517713457,8.686107388911069e-16,9372.974498444177,266.3350802788221,7707.125632812501,5622.561570312499,5191.8653203125,19918.416285156247,68627.183828125,289555.9555273437
Dog_4/Dog_4_interictal_segment_2075.mat,1.0,0.0,0.0,16.0,-0.059611995964052936,5.7565063826814345e-15,5731791.340344469,3336.161620457394,33978.483037499995,43458.426162500014,34240.9405375,226495.48054375,1050927.11725,2949820.86853125
Dog_4/Dog_4_interictal_segment_1508.mat,1.0,0.0,0.0,16.0,-0.06300166541692691,-7.838174553853603e-15,157416.25233216322,763.4567763157896,70060.42838750001,55635.33463750001,49193.6121375,240158.34368125,347527.00387499994,662133.45971875
Patient_6/Patient_6_interictal_segment_1264.mat,0.0,0.0,0.0,30.0,0.2200262068714794,-8.227592237138513e-14,300286247.119093,11380.9182507328,497451.62670127966,497068.3692879463,501196.64427461295,2258269.8485290925,4961699.198092798,13814897.486671858
Dog_4/Dog_4_interictal_segment_1975.mat,1.0,0.0,0.0,16.0,-0.062213836405245124,8.001932449985808e-16,43084.691611585666,442.2814559837094,14392.733190625,20512.145690625,12845.582253125,53365.6373265625,142276.27565625007,369055.8997734375
Patient_3/Patient_3_interictal_segment_0393.mat,0.0,0.0,0.0,55.0,0.2639987766498864,-1.611372433465228e-13,3990944.289081949,2083.3929077430025,1255908.5414968543,1268808.0680677637,1215545.7252713998,5264935.525301301,9814006.848444914,27029309.13802346
Dog_4/Dog_4_ictal_segment_0204.mat,1.0,1.0,0.0,16.0,-0.05017816626248685,4.747618964628942e-14,2870904.473932125,1878.5472673872187,67532.17708125,54149.50145625,49674.57833125,180287.033740625,550535.3020625,1627846.7622343746
Patient_4/Patient_4_interictal_segment_0025.mat,0.0,0.0,0.0,72.0,0.19749706464758787,3.353306965436786e-13,65804608.05707037,5633.742149174275,1468636.5552227015,1341060.9984893678,1282276.7983671457,5610917.15575771,13172927.837493673,35521306.36449084
Patient_7/Patient_7_ictal_segment_0129.mat,0.0,1.0,1.0,36.0,0.2417800728743579,-5.994176414484777e-13,693856999.0961031,28939.74346564649,5239393.337958932,5284090.758970045,5297370.477614488,19911785.48659856,51167092.13867822,125110787.2264096
Patient_5/Patient_5_interictal_segment_1952.mat,0.0,0.0,0.0,64.0,0.2695845813915725,7.945082813876068e-13,257898396.6025175,10626.029147117535,3067932.866686649,3156944.4787866487,3186610.0614491487,14961991.921555545,36568797.14923521,161882130.51067325
Patient_8/Patient_8_interictal_segment_0810.mat,0.0,0.0,0.0,16.0,0.3322485844226249,9.153154678642751e-13,2046230.034220781,2311.379979863479,78683.08923725273,71052.12616225258,66266.49581225232,217024.8072176329,445418.16724751424,1920596.8796744344
Patient_5/Patient_5_interictal_segment_0076.mat,0.0,0.0,0.0,64.0,0.13317838020880066,-2.4218707039835874e-13,876727309.0471957,27700.38216406031,2764623.3417693083,2751668.8488318063,2688234.5618568053,12129886.137852484,27594959.13426797,76030622.88785851
Patient_7/Patient_7_interictal_segment_1203.mat,0.0,0.0,0.0,36.0,0.18366836627671526,-4.505030422781904e-13,278571125.036757,14644.549538927784,1343464.2154561384,1343765.1596561386,1422268.821511693,7361038.218008171,16055068.806505812,41088417.9460438
Dog_4/Dog_4_ictal_segment_0062.mat,1.0,1.0,0.0,16.0,0.024058072005399618,-8.630873793435966e-15,85456980.92951028,5355.570001566416,115974.994678125,205582.973115625,213747.004365625,510421.69605156255,719816.3764687502,6616718.993023437
Patient_6/Patient_6_interictal_segment_1776.mat,0.0,0.0,0.0,30.0,0.2096324773646371,3.219107232628932e-13,49061537.97349722,4945.32834872572,753797.3066683639,771138.5350550306,778845.8927216975,3421516.946754305,7507170.14660364,20814940.226046685
Patient_8/Patient_8_interictal_segment_1569.mat,0.0,0.0,0.0,16.0,0.6959578329744838,9.846644388744607e-13,17355082173.215843,69624.19315377067,525371.577434937,472005.4725349397,340825.30010993994,1638465.8336197303,4034453.8352993736,23388451.89277326
Patient_2/Patient_2_interictal_segment_2724.mat,0.0,0.0,0.0,16.0,0.2695309885375797,-6.926939022378064e-14,24850.23967316817,334.90971345019034,7580.671067889915,8246.118392889903,8326.916117889923,41530.11820550456,108032.39550389796,408607.6636669692
Patient_6/Patient_6_interictal_segment_1096.mat,0.0,0.0,0.0,30.0,0.3479163034105548,-1.2080848440139863e-12,256144709.15770632,12487.135968181658,2133573.682829411,2109176.876402744,2086774.152536077,9282546.972485682,19745372.972347446,47862408.64776214
Patient_6/Patient_6_interictal_segment_2124.mat,0.0,0.0,0.0,30.0,0.4352344050361155,4.2333236175788124e-13,18592705.98026002,6133.897098905097,605563.1060848,577792.8310981335,586870.5120448001,2597299.789534933,6322798.615861332,12928677.001538664
Patient_2/Patient_2_interictal_segment_1469.mat,0.0,0.0,0.0,16.0,0.8066957503478018,-1.4360921340994535e-13,487468.9833617677,2868.304267898578,23957.649839639635,37015.45008963961,30726.805189639686,974293.9355533746,3170002.507096389,5655939.739115065
Dog_3/Dog_3_interictal_segment_3187.mat,1.0,0.0,0.0,16.0,-0.04768002884976468,-1.2037593144498255e-15,49120.901437414905,338.88906015037594,8149.171731249999,7277.377356249999,9400.03548125,41992.954040625,92259.8410625,251541.92010937497
Patient_2/Patient_2_interictal_segment_1361.mat,0.0,0.0,0.0,16.0,0.3902413751743092,1.2164946383563798e-12,415649.58153608633,833.5248430185976,26437.249224140003,25857.990374139707,25157.186174139628,120861.68084613158,267091.94246639,868771.4796012928
Patient_7/Patient_7_interictal_segment_2134.mat,0.0,0.0,0.0,36.0,0.2367358181176973,-9.022995881322361e-13,83671497.86128008,4208.78656621101,718947.0308944997,665775.8257389453,684209.5770945004,2615311.558714153,5497308.446656162,12772034.325376665
Dog_4/Dog_4_interictal_segment_1271.mat,1.0,0.0,0.0,16.0,-0.0558955666738025,-6.130651541980113e-15,4078836.318751892,2321.905011356517,80409.0163015625,82220.6009890625,79637.41130156249,325018.11288828123,762297.3330156247,2183938.6015742184
Dog_3/Dog_3_interictal_segment_3887.mat,1.0,0.0,0.0,16.0,-0.04373491003813041,1.0810796702287511e-16,149931.03645580146,543.4207338659147,40387.03050312499,36793.355190625,27247.986440625,77404.6916390625,369753.1028437499,466103.96414843743
